T,O,G,value
705,2,Wind,0.9
706,2,Wind,0.65
707,2,Wind,0.92
708,2,Wind,0.41
709,2,Wind,0.95
710,2,Wind,0.74
711,2,Wind,0.27
712,2,Wind,0.82
713,2,Wind,0.9
714,2,Wind,0.48
715,2,Wind,0.93
716,2,Wind,0.66
717,2,Wind,0.24
718,2,Wind,0.77
719,2,Wind,0.49
720,2,Wind,0.58
1,3,Wind,0.66
2,3,Wind,0.65
3,3,Wind,0.74
4,3,Wind,0.88
5,3,Wind,0.84
6,3,Wind,0.95
7,3,Wind,0.96
8,3,Wind,0.93
9,3,Wind,0.68
10,3,Wind,0.31
11,3,Wind,0.73
12,3,Wind,0.94
13,3,Wind,0.51
14,3,Wind,0.19
15,3,Wind,0.56
16,3,Wind,0.73
17,3,Wind,0.72
18,3,Wind,0.4
19,3,Wind,0.7
20,3,Wind,0.64
21,3,Wind,0.47
22,3,Wind,0.47
23,3,Wind,0.91
24,3,Wind,0.76
25,3,Wind,0.35
26,3,Wind,0.05
27,3,Wind,0.05
28,3,Wind,0.17
29,3,Wind,0.26
30,3,Wind,0.35
31,3,Wind,0.35
32,3,Wind,0.38
33,3,Wind,0.48
34,3,Wind,0.83
35,3,Wind,0.87
36,3,Wind,0.86
37,3,Wind,0.55
38,3,Wind,0.94
39,3,Wind,0.38
40,3,Wind,0.79
41,3,Wind,0.63
42,3,Wind,0.19
43,3,Wind,0.24
44,3,Wind,0.67
45,3,Wind,0.71
46,3,Wind,0.88
47,3,Wind,0.23
48,3,Wind,0.1
49,3,Wind,0.28
50,3,Wind,0.1
51,3,Wind,0.28
52,3,Wind,0.05
53,3,Wind,0.21
54,3,Wind,0.69
55,3,Wind,0.4
56,3,Wind,0.36
57,3,Wind,0.69
58,3,Wind,0.78
59,3,Wind,0.64
60,3,Wind,0.44
61,3,Wind,0.28
62,3,Wind,0.11
63,3,Wind,0.06
64,3,Wind,0.05
65,3,Wind,0.15
66,3,Wind,0.66
67,3,Wind,0.93
68,3,Wind,0.45
69,3,Wind,0.27
70,3,Wind,0.15
71,3,Wind,0.04
72,3,Wind,0.35
73,3,Wind,0.85
74,3,Wind,0.9
75,3,Wind,0.76
76,3,Wind,0.6
77,3,Wind,0.16
78,3,Wind,0.73
79,3,Wind,0.79
80,3,Wind,0.52
81,3,Wind,0.25
82,3,Wind,0.37
83,3,Wind,0.3
84,3,Wind,0.45
85,3,Wind,0.89
86,3,Wind,0.78
87,3,Wind,0.93
88,3,Wind,0.7
89,3,Wind,0.51
90,3,Wind,0.72
91,3,Wind,0.91
92,3,Wind,0.94
93,3,Wind,0.57
94,3,Wind,0.87
95,3,Wind,0.45
96,3,Wind,0.6
97,3,Wind,0.8
98,3,Wind,0.38
99,3,Wind,0.87
100,3,Wind,0.96
101,3,Wind,0.9
102,3,Wind,0.62
103,3,Wind,0.57
104,3,Wind,0.19
105,3,Wind,0.3
106,3,Wind,0.61
107,3,Wind,0.41
108,3,Wind,0.23
109,3,Wind,0.28
110,3,Wind,0.48
111,3,Wind,0.28
112,3,Wind,0.59
113,3,Wind,0.75
114,3,Wind,0.19
115,3,Wind,0.4
116,3,Wind,0.32
117,3,Wind,0.15
118,3,Wind,0.73
119,3,Wind,0.9
120,3,Wind,0.67
121,3,Wind,0.72
122,3,Wind,0.78
123,3,Wind,0.53
124,3,Wind,0.85
125,3,Wind,0.47
126,3,Wind,0.69
127,3,Wind,0.63
128,3,Wind,0.6
129,3,Wind,0.54
130,3,Wind,0.37
131,3,Wind,0.19
132,3,Wind,0.06
133,3,Wind,0.09
134,3,Wind,0.1
135,3,Wind,0.39
136,3,Wind,0.43
137,3,Wind,0.4
138,3,Wind,0.43
139,3,Wind,0.35
140,3,Wind,0.65
141,3,Wind,0.32
142,3,Wind,0.43
143,3,Wind,0.39
144,3,Wind,0.17
145,3,Wind,0.24
146,3,Wind,0.44
147,3,Wind,0.8
148,3,Wind,0.74
149,3,Wind,0.63
150,3,Wind,0.47
151,3,Wind,0.29
152,3,Wind,0.22
153,3,Wind,0.07
154,3,Wind,0.09
155,3,Wind,0.19
156,3,Wind,0.24
157,3,Wind,0.2
158,3,Wind,0.17
159,3,Wind,0.24
160,3,Wind,0.13
161,3,Wind,0.22
162,3,Wind,0.02
163,3,Wind,0.12
164,3,Wind,0.08
165,3,Wind,0.13
166,3,Wind,0.63
167,3,Wind,0.68
168,3,Wind,0.76
169,3,Wind,0.87
170,3,Wind,0.89
171,3,Wind,0.8
172,3,Wind,0.83
173,3,Wind,0.74
174,3,Wind,0.54
175,3,Wind,0.47
176,3,Wind,0.73
177,3,Wind,0.17
178,3,Wind,0.68
179,3,Wind,0.8
180,3,Wind,0.69
181,3,Wind,0.46
182,3,Wind,0.21
183,3,Wind,0.19
184,3,Wind,0.4
185,3,Wind,0.17
186,3,Wind,0.24
187,3,Wind,0.04
188,3,Wind,0.21
189,3,Wind,0.39
190,3,Wind,0.41
191,3,Wind,0.38
192,3,Wind,0.37
193,3,Wind,0.25
194,3,Wind,0.35
195,3,Wind,0.18
196,3,Wind,0.22
197,3,Wind,0.37
198,3,Wind,0.42
199,3,Wind,0.54
200,3,Wind,0.63
201,3,Wind,0.66
202,3,Wind,0.68
203,3,Wind,0.62
204,3,Wind,0.66
205,3,Wind,0.67
206,3,Wind,0.34
207,3,Wind,0.07
208,3,Wind,0.46
209,3,Wind,0.84
210,3,Wind,0.19
211,3,Wind,0.25
212,3,Wind,0.47
213,3,Wind,0.35
214,3,Wind,0.46
215,3,Wind,0.44
216,3,Wind,0.29
217,3,Wind,0.13
218,3,Wind,0.19
219,3,Wind,0.32
220,3,Wind,0.26
221,3,Wind,0.33
222,3,Wind,0.22
223,3,Wind,0.41
224,3,Wind,0.73
225,3,Wind,0.56
226,3,Wind,0.81
227,3,Wind,0.63
228,3,Wind,0.31
229,3,Wind,0.28
230,3,Wind,0.09
231,3,Wind,0.13
232,3,Wind,0.27
233,3,Wind,0.33
234,3,Wind,0.16
235,3,Wind,0.23
236,3,Wind,0.15
237,3,Wind,0.05
238,3,Wind,0.03
239,3,Wind,0.02
240,3,Wind,0.17
241,3,Wind,0.76
242,3,Wind,0.83
243,3,Wind,0.71
244,3,Wind,0.47
245,3,Wind,0.28
246,3,Wind,0.12
247,3,Wind,0.03
248,3,Wind,0.14
249,3,Wind,0.55
250,3,Wind,0.2
251,3,Wind,0.1
252,3,Wind,0.06
253,3,Wind,0.06
254,3,Wind,0.12
255,3,Wind,0.43
256,3,Wind,0.54
257,3,Wind,0.43
258,3,Wind,0.68
259,3,Wind,0.61
260,3,Wind,0.42
261,3,Wind,0.3
262,3,Wind,0.29
263,3,Wind,0.57
264,3,Wind,0.95
265,3,Wind,0.43
266,3,Wind,0.39
267,3,Wind,0.81
268,3,Wind,0.65
269,3,Wind,0.58
270,3,Wind,0.34
271,3,Wind,0.03
272,3,Wind,0.09
273,3,Wind,0.18
274,3,Wind,0.17
275,3,Wind,0.32
276,3,Wind,0.26
277,3,Wind,0.08
278,3,Wind,0.06
279,3,Wind,0.07
280,3,Wind,0.09
281,3,Wind,0.11
282,3,Wind,0.12
283,3,Wind,0.18
284,3,Wind,0.14
285,3,Wind,0.3
286,3,Wind,0.07
287,3,Wind,0.02
288,3,Wind,0.1
289,3,Wind,0.21
290,3,Wind,0.13
291,3,Wind,0.07
292,3,Wind,0.05
293,3,Wind,0.06
294,3,Wind,0.14
295,3,Wind,0.27
296,3,Wind,0.13
297,3,Wind,0.03
298,3,Wind,0.08
299,3,Wind,0.03
300,3,Wind,0.08
301,3,Wind,0.1
302,3,Wind,0.29
303,3,Wind,0.25
304,3,Wind,0.35
305,3,Wind,0.16
306,3,Wind,0.24
307,3,Wind,0.36
308,3,Wind,0.46
309,3,Wind,0.57
310,3,Wind,0.54
311,3,Wind,0.39
312,3,Wind,0.13
313,3,Wind,0.09
314,3,Wind,0.36
315,3,Wind,0.62
316,3,Wind,0.45
317,3,Wind,0.51
318,3,Wind,0.57
319,3,Wind,0.81
320,3,Wind,0.61
321,3,Wind,0.55
322,3,Wind,0.5
323,3,Wind,0.33
324,3,Wind,0.14
325,3,Wind,0.13
326,3,Wind,0.18
327,3,Wind,0.36
328,3,Wind,0.53
329,3,Wind,0.44
330,3,Wind,0.29
331,3,Wind,0.14
332,3,Wind,0.05
333,3,Wind,0.22
334,3,Wind,0.5
335,3,Wind,0.25
336,3,Wind,0.36
337,3,Wind,0.16
338,3,Wind,0.1
339,3,Wind,0.05
340,3,Wind,0.04
341,3,Wind,0.11
342,3,Wind,0.23
343,3,Wind,0.12
344,3,Wind,0.11
345,3,Wind,0.33
346,3,Wind,0.58
347,3,Wind,0.75
348,3,Wind,0.57
349,3,Wind,0.43
350,3,Wind,0.18
351,3,Wind,0.42
352,3,Wind,0.41
353,3,Wind,0.53
354,3,Wind,0.75
355,3,Wind,0.43
356,3,Wind,0.11
357,3,Wind,0.08
358,3,Wind,0.23
359,3,Wind,0.35
360,3,Wind,0.57
361,3,Wind,0.71
362,3,Wind,0.64
363,3,Wind,0.56
364,3,Wind,0.4
365,3,Wind,0.15
366,3,Wind,0.08
367,3,Wind,0.28
368,3,Wind,0.24
369,3,Wind,0.24
370,3,Wind,0.37
371,3,Wind,0.47
372,3,Wind,0.27
373,3,Wind,0.19
374,3,Wind,0.27
375,3,Wind,0.45
376,3,Wind,0.55
377,3,Wind,0.49
378,3,Wind,0.16
379,3,Wind,0.02
380,3,Wind,0.23
381,3,Wind,0.49
382,3,Wind,0.61
383,3,Wind,0.28
384,3,Wind,0.07
385,3,Wind,0.11
386,3,Wind,0.2
387,3,Wind,0.36
388,3,Wind,0.59
389,3,Wind,0.21
390,3,Wind,0.14
391,3,Wind,0.27
392,3,Wind,0.23
393,3,Wind,0.29
394,3,Wind,0.43
395,3,Wind,0.25
396,3,Wind,0.11
397,3,Wind,0.31
398,3,Wind,0.22
399,3,Wind,0.1
400,3,Wind,0.51
401,3,Wind,0.58
402,3,Wind,0.59
403,3,Wind,0.37
404,3,Wind,0.19
405,3,Wind,0.1
406,3,Wind,0.1
407,3,Wind,0.23
408,3,Wind,0.68
409,3,Wind,0.86
410,3,Wind,0.62
411,3,Wind,0.46
412,3,Wind,0.22
413,3,Wind,0.07
414,3,Wind,0.13
415,3,Wind,0.23
416,3,Wind,0.08
417,3,Wind,0.09
418,3,Wind,0.41
419,3,Wind,0.35
420,3,Wind,0.36
421,3,Wind,0.38
422,3,Wind,0.13
423,3,Wind,0.2
424,3,Wind,0.14
425,3,Wind,0.17
426,3,Wind,0.05
427,3,Wind,0.06
428,3,Wind,0.03
429,3,Wind,0.33
430,3,Wind,0.7
431,3,Wind,0.61
432,3,Wind,0.5
433,3,Wind,0.11
434,3,Wind,0.03
435,3,Wind,0.04
436,3,Wind,0.06
437,3,Wind,0.11
438,3,Wind,0.04
439,3,Wind,0.04
440,3,Wind,0.04
441,3,Wind,0.09
442,3,Wind,0.18
443,3,Wind,0.22
444,3,Wind,0.05
445,3,Wind,0.06
446,3,Wind,0.02
447,3,Wind,0.03
448,3,Wind,0.02
449,3,Wind,0.02
450,3,Wind,0.01
451,3,Wind,0.08
452,3,Wind,0.22
453,3,Wind,0.37
454,3,Wind,0.64
455,3,Wind,0.7
456,3,Wind,0.87
457,3,Wind,0.74
458,3,Wind,0.68
459,3,Wind,0.4
460,3,Wind,0.73
461,3,Wind,0.91
462,3,Wind,0.47
463,3,Wind,0.43
464,3,Wind,0.38
465,3,Wind,0.71
466,3,Wind,0.42
467,3,Wind,0.5
468,3,Wind,0.39
469,3,Wind,0.07
470,3,Wind,0.21
471,3,Wind,0.13
472,3,Wind,0.25
473,3,Wind,0.19
474,3,Wind,0.14
475,3,Wind,0.27
476,3,Wind,0.4
477,3,Wind,0.3
478,3,Wind,0.11
479,3,Wind,0.11
480,3,Wind,0.16
481,3,Wind,0.51
482,3,Wind,0.14
483,3,Wind,0.11
484,3,Wind,0.52
485,3,Wind,0.9
486,3,Wind,0.56
487,3,Wind,0.74
488,3,Wind,0.71
489,3,Wind,0.47
490,3,Wind,0.84
491,3,Wind,0.71
492,3,Wind,0.45
493,3,Wind,0.19
494,3,Wind,0.56
495,3,Wind,0.33
496,3,Wind,0.45
497,3,Wind,0.76
498,3,Wind,0.34
499,3,Wind,0.3
500,3,Wind,0.33
501,3,Wind,0.49
502,3,Wind,0.4
503,3,Wind,0.76
504,3,Wind,0.87
505,3,Wind,0.77
506,3,Wind,0.56
507,3,Wind,0.2
508,3,Wind,0.83
509,3,Wind,0.35
510,3,Wind,0.2
511,3,Wind,0.08
512,3,Wind,0.22
513,3,Wind,0.34
514,3,Wind,0.43
515,3,Wind,0.69
516,3,Wind,0.46
517,3,Wind,0.14
518,3,Wind,0.49
519,3,Wind,0.76
520,3,Wind,0.74
521,3,Wind,0.63
522,3,Wind,0.6
523,3,Wind,0.35
524,3,Wind,0.87
525,3,Wind,0.93
526,3,Wind,0.61
527,3,Wind,0.55
528,3,Wind,0.5
529,3,Wind,0.3
530,3,Wind,0.45
531,3,Wind,0.57
532,3,Wind,0.37
533,3,Wind,0.76
534,3,Wind,0.67
535,3,Wind,0.49
536,3,Wind,0.23
537,3,Wind,0.06
538,3,Wind,0.22
539,3,Wind,0.21
540,3,Wind,0.27
541,3,Wind,0.06
542,3,Wind,0.13
543,3,Wind,0.36
544,3,Wind,0.52
545,3,Wind,0.86
546,3,Wind,0.97
547,3,Wind,0.75
548,3,Wind,0.51
549,3,Wind,0.39
550,3,Wind,0.43
551,3,Wind,0.18
552,3,Wind,0.17
553,3,Wind,0.51
554,3,Wind,0.6
555,3,Wind,0.79
556,3,Wind,0.92
557,3,Wind,0.49
558,3,Wind,0.82
559,3,Wind,0.54
560,3,Wind,0.61
561,3,Wind,0.58
562,3,Wind,0.59
563,3,Wind,0.59
564,3,Wind,0.4
565,3,Wind,0.08
566,3,Wind,0.44
567,3,Wind,0.21
568,3,Wind,0.17
569,3,Wind,0.53
570,3,Wind,0.7
571,3,Wind,0.72
572,3,Wind,0.72
573,3,Wind,0.45
574,3,Wind,0.31
575,3,Wind,0.63
576,3,Wind,0.68
577,3,Wind,0.58
578,3,Wind,0.25
579,3,Wind,0.16
580,3,Wind,0.07
581,3,Wind,0.31
582,3,Wind,0.5
583,3,Wind,0.68
584,3,Wind,0.84
585,3,Wind,0.43
586,3,Wind,0.28
587,3,Wind,0.46
588,3,Wind,0.24
589,3,Wind,0.56
590,3,Wind,0.35
591,3,Wind,0.01
592,3,Wind,0.06
593,3,Wind,0.3
594,3,Wind,0.11
595,3,Wind,0.25
596,3,Wind,0.18
597,3,Wind,0.14
598,3,Wind,0.08
599,3,Wind,0.11
600,3,Wind,0.07
601,3,Wind,0.03
602,3,Wind,0.08
603,3,Wind,0.26
604,3,Wind,0.43
605,3,Wind,0.75
606,3,Wind,0.73
607,3,Wind,0.55
608,3,Wind,0.83
609,3,Wind,0.48
610,3,Wind,0.28
611,3,Wind,0.64
612,3,Wind,0.55
613,3,Wind,0.47
614,3,Wind,0.24
615,3,Wind,0.59
616,3,Wind,0.79
617,3,Wind,0.28
618,3,Wind,0.06
619,3,Wind,0.17
620,3,Wind,0.57
621,3,Wind,0.7
622,3,Wind,0.19
623,3,Wind,0.08
624,3,Wind,0.33
625,3,Wind,0.48
626,3,Wind,0.78
627,3,Wind,0.82
628,3,Wind,0.72
629,3,Wind,0.7
630,3,Wind,0.76
631,3,Wind,0.31
632,3,Wind,0.65
633,3,Wind,0.55
634,3,Wind,0.37
635,3,Wind,0.61
636,3,Wind,0.6
637,3,Wind,0.23
638,3,Wind,0.65
639,3,Wind,0.45
640,3,Wind,0.74
641,3,Wind,0.4
642,3,Wind,0.21
643,3,Wind,0.35
644,3,Wind,0.28
645,3,Wind,0.37
646,3,Wind,0.47
647,3,Wind,0.28
648,3,Wind,0.13
649,3,Wind,0.24
650,3,Wind,0.65
651,3,Wind,0.5
652,3,Wind,0.84
653,3,Wind,0.93
654,3,Wind,0.69
655,3,Wind,0.81
656,3,Wind,0.52
657,3,Wind,0.26
658,3,Wind,0.51
659,3,Wind,0.89
660,3,Wind,0.49
661,3,Wind,0.72
662,3,Wind,0.52
663,3,Wind,0.24
664,3,Wind,0.36
665,3,Wind,0.46
666,3,Wind,0.42
667,3,Wind,0.48
668,3,Wind,0.78
669,3,Wind,0.83
670,3,Wind,0.65
671,3,Wind,0.49
672,3,Wind,0.36
673,3,Wind,0.71
674,3,Wind,0.73
675,3,Wind,0.46
676,3,Wind,0.19
677,3,Wind,0.4
678,3,Wind,0.1
679,3,Wind,0.47
680,3,Wind,0.22
681,3,Wind,0.53
682,3,Wind,0.83
683,3,Wind,0.79
684,3,Wind,0.47
685,3,Wind,0.43
686,3,Wind,0.86
687,3,Wind,0.21
688,3,Wind,0.58
689,3,Wind,0.35
690,3,Wind,0.57
691,3,Wind,0.93
692,3,Wind,0.81
693,3,Wind,0.52
694,3,Wind,0.19
695,3,Wind,0.15
696,3,Wind,0.29
697,3,Wind,0.23
698,3,Wind,0.05
699,3,Wind,0.48
700,3,Wind,0.95
701,3,Wind,0.26
702,3,Wind,0.6
703,3,Wind,0.31
704,3,Wind,0.34
705,3,Wind,0.26
706,3,Wind,0.07
707,3,Wind,0.04
708,3,Wind,0.39
709,3,Wind,0.7
710,3,Wind,0.93
711,3,Wind,0.59
712,3,Wind,0.95
713,3,Wind,0.8
714,3,Wind,0.29
715,3,Wind,0.4
716,3,Wind,0.64
717,3,Wind,0.16
718,3,Wind,0.88
719,3,Wind,0.77
720,3,Wind,0.82
1,4,Wind,0.62
2,4,Wind,0.71
3,4,Wind,0.3
4,4,Wind,0.73
5,4,Wind,0.9
6,4,Wind,0.48
7,4,Wind,0.79
8,4,Wind,0.54
9,4,Wind,0.31
10,4,Wind,0.63
11,4,Wind,0.23
12,4,Wind,0.51
13,4,Wind,0.3
14,4,Wind,0.23
15,4,Wind,0.15
16,4,Wind,0.5
17,4,Wind,0.45
18,4,Wind,0.58
19,4,Wind,0.42
20,4,Wind,0.1
21,4,Wind,0.22
22,4,Wind,0.27
23,4,Wind,0.61
24,4,Wind,0.48
25,4,Wind,0.15
26,4,Wind,0.13
27,4,Wind,0.17
28,4,Wind,0.29
29,4,Wind,0.46
30,4,Wind,0.8
31,4,Wind,0.91
32,4,Wind,0.91
33,4,Wind,0.87
34,4,Wind,0.54
35,4,Wind,0.4
36,4,Wind,0.61
37,4,Wind,0.9
38,4,Wind,0.96
39,4,Wind,0.95
40,4,Wind,0.68
41,4,Wind,0.32
42,4,Wind,0.16
43,4,Wind,0.08
44,4,Wind,0.29
45,4,Wind,0.74
46,4,Wind,0.75
47,4,Wind,0.65
48,4,Wind,0.46
49,4,Wind,0.45
50,4,Wind,0.91
51,4,Wind,0.52
52,4,Wind,0.83
53,4,Wind,0.86
54,4,Wind,0.8
55,4,Wind,0.47
56,4,Wind,0.93
57,4,Wind,0.28
58,4,Wind,0.04
59,4,Wind,0.08
60,4,Wind,0.51
61,4,Wind,0.76
62,4,Wind,0.79
63,4,Wind,0.39
64,4,Wind,0.92
65,4,Wind,0.59
66,4,Wind,0.98
67,4,Wind,0.97
68,4,Wind,0.9
69,4,Wind,0.24
70,4,Wind,0.59
71,4,Wind,0.95
72,4,Wind,0.92
73,4,Wind,0.77
74,4,Wind,0.4
75,4,Wind,0.22
76,4,Wind,0.56
77,4,Wind,0.15
78,4,Wind,0.64
79,4,Wind,0.89
80,4,Wind,0.75
81,4,Wind,0.63
82,4,Wind,0.48
83,4,Wind,0.46
84,4,Wind,0.75
85,4,Wind,0.96
86,4,Wind,0.59
87,4,Wind,0.3
88,4,Wind,0.47
89,4,Wind,0.21
90,4,Wind,0.45
91,4,Wind,0.3
92,4,Wind,0.35
93,4,Wind,0.32
94,4,Wind,0.11
95,4,Wind,0.05
96,4,Wind,0.14
97,4,Wind,0.17
98,4,Wind,0.76
99,4,Wind,0.74
100,4,Wind,0.6
101,4,Wind,0.4
102,4,Wind,0.25
103,4,Wind,0.02
104,4,Wind,0.08
105,4,Wind,0.26
106,4,Wind,0.13
107,4,Wind,0.12
108,4,Wind,0.12
109,4,Wind,0.02
110,4,Wind,0.03
111,4,Wind,0.03
112,4,Wind,0.08
113,4,Wind,0.19
114,4,Wind,0.05
115,4,Wind,0.09
116,4,Wind,0.34
117,4,Wind,0.48
118,4,Wind,0.37
119,4,Wind,0.17
120,4,Wind,0.57
121,4,Wind,0.17
122,4,Wind,0.25
123,4,Wind,0.34
124,4,Wind,0.13
125,4,Wind,0.03
126,4,Wind,0.14
127,4,Wind,0.52
128,4,Wind,0.87
129,4,Wind,0.8
130,4,Wind,0.6
131,4,Wind,0.37
132,4,Wind,0.35
133,4,Wind,0.26
134,4,Wind,0.55
135,4,Wind,0.71
136,4,Wind,0.65
137,4,Wind,0.32
138,4,Wind,0.2
139,4,Wind,0.07
140,4,Wind,0.4
141,4,Wind,0.59
142,4,Wind,0.67
143,4,Wind,0.2
144,4,Wind,0.03
145,4,Wind,0.38
146,4,Wind,0.72
147,4,Wind,0.89
148,4,Wind,0.62
149,4,Wind,0.45
150,4,Wind,0.21
151,4,Wind,0.57
152,4,Wind,0.92
153,4,Wind,0.76
154,4,Wind,0.64
155,4,Wind,0.44
156,4,Wind,0.38
157,4,Wind,0.28
158,4,Wind,0.12
159,4,Wind,0.14
160,4,Wind,0.11
161,4,Wind,0.05
162,4,Wind,0.05
163,4,Wind,0.06
164,4,Wind,0.03
165,4,Wind,0.01
166,4,Wind,0.02
167,4,Wind,0.06
168,4,Wind,0.09
169,4,Wind,0.04
170,4,Wind,0.06
171,4,Wind,0.07
172,4,Wind,0.04
173,4,Wind,0.11
174,4,Wind,0.2
175,4,Wind,0.22
176,4,Wind,0.35
177,4,Wind,0.16
178,4,Wind,0.13
179,4,Wind,0.11
180,4,Wind,0.1
181,4,Wind,0.08
182,4,Wind,0.04
183,4,Wind,0.1
184,4,Wind,0.26
185,4,Wind,0.35
186,4,Wind,0.37
187,4,Wind,0.44
188,4,Wind,0.42
189,4,Wind,0.33
190,4,Wind,0.07
191,4,Wind,0.01
192,4,Wind,0.05
193,4,Wind,0.48
194,4,Wind,0.89
195,4,Wind,0.92
196,4,Wind,0.95
197,4,Wind,0.75
198,4,Wind,0.69
199,4,Wind,0.97
200,4,Wind,0.88
201,4,Wind,0.48
202,4,Wind,0.82
203,4,Wind,0.95
204,4,Wind,0.84
205,4,Wind,0.69
206,4,Wind,0.21
207,4,Wind,0.37
208,4,Wind,0.61
209,4,Wind,0.72
210,4,Wind,0.48
211,4,Wind,0.89
212,4,Wind,0.75
213,4,Wind,0.79
214,4,Wind,0.66
215,4,Wind,0.37
216,4,Wind,0.57
217,4,Wind,0.17
218,4,Wind,0.18
219,4,Wind,0.32
220,4,Wind,0.31
221,4,Wind,0.1
222,4,Wind,0.44
223,4,Wind,0.69
224,4,Wind,0.63
225,4,Wind,0.18
226,4,Wind,0.13
227,4,Wind,0.69
228,4,Wind,0.53
229,4,Wind,0.73
230,4,Wind,0.86
231,4,Wind,0.73
232,4,Wind,0.2
233,4,Wind,0.59
234,4,Wind,0.72
235,4,Wind,0.6
236,4,Wind,0.11
237,4,Wind,0.35
238,4,Wind,0.73
239,4,Wind,0.31
240,4,Wind,0.59
241,4,Wind,0.39
242,4,Wind,0.79
243,4,Wind,0.56
244,4,Wind,0.62
245,4,Wind,0.54
246,4,Wind,0.5
247,4,Wind,0.1
248,4,Wind,0.26
249,4,Wind,0.41
250,4,Wind,0.61
251,4,Wind,0.34
252,4,Wind,0.52
253,4,Wind,0.32
254,4,Wind,0.29
255,4,Wind,0.17
256,4,Wind,0.44
257,4,Wind,0.62
258,4,Wind,0.24
259,4,Wind,0.41
260,4,Wind,0.19
261,4,Wind,0.63
262,4,Wind,0.6
263,4,Wind,0.65
264,4,Wind,0.74
265,4,Wind,0.53
266,4,Wind,0.44
267,4,Wind,0.1
268,4,Wind,0.14
269,4,Wind,0.25
270,4,Wind,0.27
271,4,Wind,0.17
272,4,Wind,0.68
273,4,Wind,0.69
274,4,Wind,0.69
275,4,Wind,0.43
276,4,Wind,0.12
277,4,Wind,0.06
278,4,Wind,0.21
279,4,Wind,0.57
280,4,Wind,0.71
281,4,Wind,0.59
282,4,Wind,0.45
283,4,Wind,0.73
284,4,Wind,0.87
285,4,Wind,0.91
286,4,Wind,0.98
287,4,Wind,0.96
288,4,Wind,0.63
289,4,Wind,0.38
290,4,Wind,0.16
291,4,Wind,0.05
292,4,Wind,0.03
293,4,Wind,0.03
294,4,Wind,0.07
295,4,Wind,0.57
296,4,Wind,0.78
297,4,Wind,0.58
298,4,Wind,0.47
299,4,Wind,0.35
300,4,Wind,0.57
301,4,Wind,0.66
302,4,Wind,0.38
303,4,Wind,0.16
304,4,Wind,0.13
305,4,Wind,0.09
306,4,Wind,0.26
307,4,Wind,0.06
308,4,Wind,0.06
309,4,Wind,0.36
310,4,Wind,0.19
311,4,Wind,0.09
312,4,Wind,0.03
313,4,Wind,0.03
314,4,Wind,0.1
315,4,Wind,0.16
316,4,Wind,0.23
317,4,Wind,0.21
318,4,Wind,0.04
319,4,Wind,0.03
320,4,Wind,0.03
321,4,Wind,0.04
322,4,Wind,0.02
323,4,Wind,0.01
324,4,Wind,0.04
325,4,Wind,0.07
326,4,Wind,0.09
327,4,Wind,0.15
328,4,Wind,0.39
329,4,Wind,0.53
330,4,Wind,0.39
331,4,Wind,0.26
332,4,Wind,0.12
333,4,Wind,0.34
334,4,Wind,0.38
335,4,Wind,0.5
336,4,Wind,0.16
337,4,Wind,0.15
338,4,Wind,0.07
339,4,Wind,0.05
340,4,Wind,0.11
341,4,Wind,0.26
342,4,Wind,0.42
343,4,Wind,0.1
344,4,Wind,0.05
345,4,Wind,0.09
346,4,Wind,0.2
347,4,Wind,0.34
348,4,Wind,0.18
349,4,Wind,0.38
350,4,Wind,0.37
351,4,Wind,0.14
352,4,Wind,0.34
353,4,Wind,0.63
354,4,Wind,0.85
355,4,Wind,0.65
356,4,Wind,0.29
357,4,Wind,0.07
358,4,Wind,0.03
359,4,Wind,0.35
360,4,Wind,0.56
361,4,Wind,0.42
362,4,Wind,0.22
363,4,Wind,0.08
364,4,Wind,0.35
365,4,Wind,0.77
366,4,Wind,0.56
367,4,Wind,0.19
368,4,Wind,0.34
369,4,Wind,0.7
370,4,Wind,0.42
371,4,Wind,0.18
372,4,Wind,0.09
373,4,Wind,0.34
374,4,Wind,0.76
375,4,Wind,0.71
376,4,Wind,0.31
377,4,Wind,0.12
378,4,Wind,0.14
379,4,Wind,0.64
380,4,Wind,0.69
381,4,Wind,0.51
382,4,Wind,0.29
383,4,Wind,0.14
384,4,Wind,0.4
385,4,Wind,0.6
386,4,Wind,0.25
387,4,Wind,0.04
388,4,Wind,0.14
389,4,Wind,0.24
390,4,Wind,0.16
391,4,Wind,0.28
392,4,Wind,0.16
393,4,Wind,0.08
394,4,Wind,0.02
395,4,Wind,0.02
396,4,Wind,0.15
397,4,Wind,0.03
398,4,Wind,0.05
399,4,Wind,0.38
400,4,Wind,0.21
401,4,Wind,0.1
402,4,Wind,0.16
403,4,Wind,0.41
404,4,Wind,0.21
405,4,Wind,0.31
406,4,Wind,0.18
407,4,Wind,0.38
408,4,Wind,0.25
409,4,Wind,0.25
410,4,Wind,0.15
411,4,Wind,0.17
412,4,Wind,0.06
413,4,Wind,0.01
414,4,Wind,0.07
415,4,Wind,0.09
416,4,Wind,0.14
417,4,Wind,0.15
418,4,Wind,0.14
419,4,Wind,0.1
420,4,Wind,0.41
421,4,Wind,0.47
422,4,Wind,0.21
423,4,Wind,0.18
424,4,Wind,0.29
425,4,Wind,0.14
426,4,Wind,0.15
427,4,Wind,0.05
428,4,Wind,0.25
429,4,Wind,0.54
430,4,Wind,0.81
